Year,Gender (3a),Economic family characteristics of persons (13),Unnamed: 3,Age (8),Individual MBM poverty status (7),Value
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),32.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,70.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - not applicable,70.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),0.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),50.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,160.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - not applicable,160.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),45.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,25.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - not applicable,25.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,25.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - not applicable,25.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,10.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - not applicable,10.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Total - Individual MBM poverty status,50.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - not applicable,50.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Average poverty gap ratio (%),30.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Total - Individual MBM poverty status,25.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - not applicable,25.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),60.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,40.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - not applicable,40.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,175.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - not applicable,175.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),40.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,35.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - not applicable,35.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),30.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,10.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - not applicable,10.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,25.0
2015,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - not applicable,25.0
2015,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,10.0
2015,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - not applicable,10.0
2015,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Total - Individual MBM poverty status,70.0
2015,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - not applicable,70.0
2015,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty rate (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Average poverty gap ratio (%),40.0
2015,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Total - Individual MBM poverty status,25.0
2015,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - not applicable,25.0
2015,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),30.0
2015,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,40.0
2015,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - not applicable,40.0
2015,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,180.0
2020,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - not applicable,180.0
2020,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),36.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,20.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - not applicable,20.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,15.0
2020,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - not applicable,15.0
2020,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,10.0
2020,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - not applicable,10.0
2020,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),0.0
2020,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),0.0
